src,tgt
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-],CCCCC/C=C\CC=CC/C=C\CCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(=O)(=O)O)CC[C@@H]12
CNCCOP(=O)(O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COP(=O)([O-])OCCN(C)C)OC(C)=O
O=c1[nH]cc(F)c(=O)[nH]1,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)[O-],CC[C@@H](O)CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
COC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O,COC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1
NC(=C/C=C/C=O)C(=O)[O-],[NH3+]C(=CC=CC(=O)[O-])C(=O)[O-]
OC[C@H]1O[C@H](OC2C(OC[C@H]3O[C@@H](O[C@H]4[C@@H](COC5OCC(O)[C@H](O)C5O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)O[C@@H](O[C@H]5[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@@H](O)[C@H]3O[C@@H]3O[C@@H](COC4OCC(O)[C@H](O)C4O)[C@@H](O)[C@H](O)[C@H]3O)OCC(O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O[C@@H]1O[C@H](COC2OCC(O)[C@H](O)C2O)[C@H](O[C@@H]2O[C@H](COC3OCC(O)[C@H](O)C3O)[C@H](O[C@@H]3O[C@@H](COC4OCC(O)[C@H](O)C4O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
NC=S,NC=[SH][O-]
CC/C=C\C/C=C\C/C=C\C[C@@H]1C2CC(OO2)[C@H]1C=CC(CCC(=O)[O-])OO,CC/C=C\C/C=C\C/C=C\C[C@@H]1C(O)CC(=O)[C@@H]1/C=C/[C@H](O)CCC(=O)[O-]
NC(=O)NC(NC(N)=O)C(=O)O,NC(=O)NC(O)C(=O)O
CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@H]2C3=C(CC[C@@]21C)[C@@]1(C)CCC(=O)C[C@H]1CC3,CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@H]1CC3
CCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3cc(O)ccc3Cc3ccccc3[C@@H]2C1
[NH3+]CCCC(=O)[O-],O=CCCC(=O)[O-]
Nc1nc2c(ncn2C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,CC1CC(O)C(COP(=O)(O)OC2CC(C)OC2COP(=O)(O)OC2CC(C)OC2CO)O1
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,C=CC(=O)NC[C@@H](CCCO)n1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CC(C)CC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
O=C([O-])[C@H](O)Cc1ccc(O)cc1,O=C([O-])C(=O)Cc1ccc(O)cc1
NC(C[SeH])C(=O)O,C[Se](=O)CC(N)C(=O)O
c1ncc2[nH]cnc2n1,OCC1OC(n2cnc3cncnc32)C(O)C1O
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\CO)C(C)(C)CCC1
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1OP(=O)(O)O
[NH3+]CC(=O)[O-],O=CC(=O)[O-]
CC(C(=O)CC[C@@H](C)C1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CC(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(O)CC[C@@H](C)C1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O
O=c1nc([O-])ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O1,O=c1nc([O-])ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)([O-])[O-])O1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(O)C1O,CC1OC(COP(=O)(O)OC2C(COP(=O)(O)OC3C(CO)OC(C)C3O)OC(C)C2O)C(OC(=O)C(N)CO)C1O
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccccc1C(c1ccccc1)=NC2O
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,CN(C)C(=N)c1ccc(C(=O)O)cc1
COc1ccc(N)c(C(=O)Nc2ccc(Cl)cn2)c1,Nc1ccc(O)cc1C(=O)Nc1ccc(Cl)cn1
CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)C1O,CC1OC(CO)C(OP(=O)(O)OCC2OC(C)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C1O
CC(=O)CC[C@H](NC(=O)c1ccc(NC[C@@H]2CNc3nc(N)[nH]c(=O)c3N2)cc1)C(=O)[O-],CC(=O)CC[C@H](NC(=O)c1ccc(NC[C@H]2CNc3nc(N)[nH]c(=O)c3N2C)cc1)C(=O)[O-]
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)c2cc1C,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O
Cc1ncc(COP(=O)(O)O)c(CN)c1[O-],Cc1ncc(CO)c(C[NH3+])c1O
CCCCC/C=C\CC(O)CC/C=C/C(=O)[O-],CCCCC/C=C\CC(O)CCC(O)CC(=O)[O-]
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(O)=NCCO,CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)[O-]
CCCCC/C=C\CC(=O)C=C/C=C/C=C\[C@@H](O)CCCC(=O)[O-],CCCCC/C=C\CC(=O)C/C=C/C=C/[C@@H](SC[C@H](N=C([O-])CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)[C@@H](O)CCCC(=O)[O-]
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO)NC(C)=O,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)([O-])[O-])NC(C)=O
CCN(CC)C(=O)N1CCN(C)CC1,CCN(CC)C(=O)N1CC[N+](C)([O-])CC1
C=C(CC)C(=O)c1ccc(OCC(=O)SC[C@H](N=C([O-])CC[C@H](N)C(=O)O)C(O)=NCC(=O)[O-])c(Cl)c1Cl,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N=C([O-])CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)[C@@H](O)CCCC(=O)[O-]
O=c1c(-c2ccccc2)coc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)c(-c4ccccc4)coc3c2)C(O)C(O)C1O
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(OS(=O)(=O)O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,O=C(c1ccc(O)cc1)c1ccc2n1CCC2C(=O)O
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])[O-])O1,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,C[C@]12CCC(=O)C=C1CCC1C3CC[C@H](C(=O)CO)C34C[C@@H](OC4O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C12
Nc1nc2c(ncn2[C@@H]2OC3COP(=O)([O-])OC3C2O)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1
CC[C@@H](O)C=CC=CCC=CCC=CC=C[C@H](CCCC(=O)[O-])OO,CC[C@@H](O)C=CC=CCC=CCC=CCC=CCCCC(=O)[O-]
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])OCC[N+](C)(C)C
CCCCC/C=C\C[C@H](O)/C=C/C=C/C(=O)[O-],CCCCC/C=C\CC(O)CC/C=C/C(=O)[O-]
O=C([O-])C(=O)COP(=O)([O-])[O-],O=C([O-])[C@H](O)COP(=O)([O-])[O-]
Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)[C@H]3OP(=O)([O-])O[C@@H]32)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2OP(=O)([O-])[O-])c(=O)[nH]1
Cc1ncc(CO)c(C[NH3+])c1O,Cc1ncc(COP(=O)(O)O)c(CN)c1[O-]
CC([O-])=N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,O=C(O)C1(O)C[C@H](O)[C@@H](N=C([O-])CO)[C@H]([C@H](O)[C@H](O)CO)O1
O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](CO)O1,O=P([O-])([O-])OC1C[C@H](O)[C@@H](CO)O1
CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O
C#N,NC=O
CC(C)C[C@H](N=C(O)[C@@H](C)N=C(O)[C@H](CO)N=C(O)[C@H](N)CC(C)C)C(=O)O,CC(C)C[C@@H](N)C(O)=N[C@@H](CO)C(=O)O
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,Nc1ncnc2[nH]cnc12
CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
CCCCCCCCCCCCC/C=C/C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O,CCCCCCCCCCCCC/C=C/C(O)C(CO)NC(C)=O
NCCC(=O)O,NC(=O)NCCC(=O)O
O=CCc1ccc(O)c(O)c1,OCCc1ccc(O)c(O)c1
CCCCCCCC/C=C\CCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\CCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,OC1CC(C(O)CNCC(O)C2CCc3cc(F)ccc3O2)Oc2ccc(F)cc21
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CC(C)CCCC(C)CCCC(C)C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCCCCCCCCC/C=C\CCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCC/C=C\CCCCCCC[C@H](O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
CCC=CCC=CCC=CCC=CCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCC=CCC=CCC=CCC=CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
O=C([O-])c1cccc(O)c1O,C=CCC(=O)C(=O)O
O=C([O-])CCC1NC=NC1=O,[NH2+]=CN[C@@H](CCC(=O)[O-])C(=O)[O-]
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1[C@H](O)C[C@@H]2O
CN1c2c(nc(N)[nH]c2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2
CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
C[N+](C)(C)C[C@H](O)CC(=O)[O-],CC(O)CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
CN(CCCC(=O)c1cccnc1)N=O,O=NN(CO)CCCC(=O)c1cccnc1
CCOC(=O)c1c(COCCO)nc(C)c(C(=O)OC)c1-c1ccccc1Cl,CCOC(=O)c1c(COCC(=O)O)nc(C)c(C(=O)OC)c1-c1ccccc1Cl
COc1c(C)c(OC)c2c(C)c(O)c(-c3c(C)c(C)c(C)c(C)c3C)[o+]c2c1C,Cc1c(C)c(C)c(CC(=O)O)c(C)c1C
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1O,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1=O
CC(C)CCC[C@@H](C)[C@@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@H]1CC3,CC(C)CCC[C@@H](C)[C@@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1CC3
O=P([O-])([O-])OC[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)[C@@H]1O,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](O)C2=O
CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
O=NO,O=[N+]([O-])[O-]
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])O)C(O)C([O-])=NCCC([O-])=NCCSC(=O)CC=CCC/C=C\C=C\C=C\[C@@H](SC[C@@H](N)C(=O)[O-])[C@@H](O)CCCC(=O)[O-],CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])O)C(O)C([O-])=NCCC([O-])=NCCSC(=O)/C=C/CCC/C=C\C=C\C=C\[C@@H](SC[C@@H](N)C(=O)[O-])[C@@H](O)CCCC(=O)[O-]
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)C[C@H](c1ccc(O)cc1)c1c(O)c2ccccc2oc1=O
CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,CC(O)=Nc1ccc(S(=O)(=O)Nc2cc(CO)on2)cc1
CCCCCCCC/C=C\CCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],CCCCCCCC/C=C\CCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)N=C1O,C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4\N=C([O-])C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)[O-])c2C)N=C1O
CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CC(O)CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
Nc1nc2c(c(=O)[nH]1)N[C@@H]1C3=C(S[Mo](=O)(=S)S3)[C@H](COP(=O)([O-])[O-])O[C@H]1N2,Nc1nc2c(c(=O)[nH]1)N[C@@H]1C3=C(S[Mo](=O)(=O)S3)[C@H](COP(=O)([O-])[O-])O[C@H]1N2
CCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])OP(=O)([O-])[O-])O1,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
O=c1ccn([C@H]2O[C@H](CO)[C@@H]3OP(=O)([O-])O[C@H]32)c(=O)[nH]1,O=c1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2OP(=O)([O-])[O-])c(=O)[nH]1
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-],CC/C=C\C/C=C\C/C=C\C/C=C\CC=CCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,O=C(CSc1ccncc1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12
O=P(O)(O)OC[C@@H]1OC(N=C([O-])CN=C[O-])[C@@H](O)[C@H]1O,[H]/N=C(\CN=C[O-])NC1O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]1O
CCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCC/C=C/C(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-]
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,NCCc1c[nH]c2ccc(C[C@@H]3COC(O)=N3)cc12
